Wojewodztwo_Name,Powiat_MnpP_Name,Gmina_Name,URL_ID,Commission_Address_Raw,liczba_kart_otrzymanych,liczba_uprawnionych,liczba_kart_niewykorzystanych,liczba_kart_wydanych_lokal,liczba_pakietow_wyslanych,liczba_kart_wydanych_lacznie,liczba_glos_pelnnomocnik,liczba_glos_zaswiadczenie,liczba_kopert_zwrotnych,koperty_bez_oswiadczenia,koperty_oswiadczenie_niepodpisane,koperty_bez_koperty_na_karte,koperty_niezaklejona_koperta_na_karte,koperty_na_karte_wrzucone_do_urny,liczba_kart_wyjetych_z_urny,karty_z_kopert_korespondencyjnych,liczba_kart_niewaznych,liczba_kart_waznych,liczba_glosow_niewaznych,glosy_niewazne_przyczyna_A,glosy_niewazne_przyczyna_B,glosy_niewazne_przyczyna_C,liczba_glosow_waznych_na_kandydatow,Turnout_Percentage
Województwo łódzkie,Powiat kutnowski,gm. Bedlno,1474909,"Dom Pomocy Spoecznej w Pniewie, Pniewo 91, 99-311 Bedlno",75.0,59.0,63.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,0.0,1.0,,11.0,20.33898305084746
Województwo podkarpackie,Miasto na prawach powiatu Rzeszow,,1486969,"Szpital Specjalistyczny PRO-FAMILIA Tomasz ozinski spoka komandytowa, ul. Witolda 6b, 35-302 Rzeszow",89.0,122.0,64.0,25.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,,25.0,20.49180327868853
Województwo dolnośląskie,Powiat trzebnicki,gm. Oborniki Slaskie,1468717,"VITOMED Sp z o.o., ul. Trzebnicka 43, 55-120 Oborniki Slaskie",44.0,34.0,37.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,,7.0,20.588235294117645
Województwo mazowieckie,Miasto na prawach powiatu Ostroeka,,1482448,"Zakad Pielegnacyjno-Opiekunczy w Ostroece, ul. Henryka Sienkiewicza 56, 07-410 Ostroeka",38.0,24.0,33.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,5.0,20.833333333333336
Województwo małopolskie,Powiat suski,gm. Makow Podhalanski,1478412,"Zakad Opieki Dugoterminowej, ul. Mickiewicza 7, 34-220 Makow Podhalanski",121.0,129.0,94.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,2.0,2.0,0.0,,25.0,20.930232558139537
Województwo opolskie,Miasto na prawach powiatu Opole,,1485065,"Zakad Opiekunczo-Leczniczy w Opolu, ul. Proszkowska 72, 45-758 Opole",75.0,52.0,64.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,0.0,1.0,,10.0,21.153846153846157
Województwo świętokrzyskie,Powiat kielecki,gm. Pierzchnica,1493134,"Dom Pomocy Spoecznej w Osinach, Osiny 54B, 26-015 Pierzchnica",170.0,137.0,141.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,1.0,0.0,1.0,,28.0,21.16788321167883
Województwo kujawsko-pomorskie,Powiat torunski,gm. Chemza,1470869,"Zakad Opiekunczo-Leczniczy, Browina 62, 87-140 Chemza",106.0,85.0,88.0,18.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,5.0,0.0,5.0,,13.0,21.176470588235293
Województwo kujawsko-pomorskie,Powiat wabrzeski,m. Wabrzezno,1471009,"Nowy Szpital Sp. z o. o., ul. Wolnosci 27, 87-200 Wabrzezno",134.0,61.0,121.0,13.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,,13.0,21.311475409836063
Województwo mazowieckie,Powiat zyrardowski,gm. Puszcza Marianska,1482402,"Zakad Pielegnacyjno-Opiekunczy w Wyczesniaku, Wyczesniak 22, 96-330 Puszcza Marianska",120.0,111.0,96.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,1.0,0.0,1.0,,23.0,21.62162162162162
Województwo pomorskie,Powiat kwidzynski,m. Kwidzyn,1488632,"Zdrowie Sp. z o. o. Niepubliczny Zakad Opieki Zdrowotnej w Kwidzynie, ul. gen. Jozefa Hallera 31, 82-500 Kwidzyn",80.0,60.0,67.0,13.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,,13.0,21.666666666666668
Województwo wielkopolskie,Powiat gostynski,gm. Krobia,1495581,"Dom Pomocy Spoecznej w Chumietkach, Chumietki 22, 63-840 Krobia",100.0,106.0,77.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,1.0,0.0,1.0,,22.0,21.69811320754717
Województwo małopolskie,Powiat olkuski,gm. Olkusz,1478143,"Niepubliczny Zakad Opiekunczo-Leczniczy ""POMORZANY"" w Olkuszu, ul. Gwarkow 4A, 32-300 Olkusz",143.0,128.0,115.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,,28.0,21.875
Województwo dolnośląskie,Miasto na prawach powiatu Jelenia Gora,,1469298,"Wojewodzkie Centrum Szpitalne Kotliny Jeleniogorskiej, ul. Michaa Kleofasa Oginskiego 6, 58-506 Jelenia Gora",520.0,520.0,406.0,114.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,114.0,1.0,0.0,1.0,,113.0,21.923076923076923
Województwo łódzkie,Powiat eczycki,m. eczyca,1475030,"Zespo Opieki Zdrowotnej w eczycy, ul. Zachodnia 6, 99-100 eczyca",220.0,98.0,198.0,22.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,,22.0,22.448979591836736
Województwo warmińsko-mazurskie,Powiat ecki,m. Ek,1494204,"1 Wojskowy Szpital Kliniczny z Poliklinika SPZOZ w Lublinie Filia w Eku, ul. Tadeusza Kosciuszki 30, 19-300 Ek",110.0,71.0,94.0,16.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,,16.0,22.53521126760564
Województwo podkarpackie,Powiat ancucki,m. ancut,1485843,"Centrum Medyczne w ancucie Sp. z o. o., ul. Ignacego Paderewskiego 5, 37-100 ancut",220.0,226.0,169.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,,51.0,22.566371681415927
Województwo warmińsko-mazurskie,Powiat lidzbarski,m. Lidzbark Warminski,1494442,"Szpital Powiatowy, ul. Bartoszycka 3, 11-100 Lidzbark Warminski",84.0,75.0,67.0,17.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,,17.0,22.666666666666664
Województwo mazowieckie,Powiat minski,gm. Siennica,1480353,"Kasmin Dom Seniora Sp. z o. o., Drozdzowka 5A, 05-332 Siennica",304.0,239.0,249.0,55.0,0.0,55.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,,55.0,23.01255230125523
Województwo wielkopolskie,Powiat ostrowski,m. Ostrow Wielkopolski,1496461,"Medyczne Centrum Opieki Hanna Sp. z o.o., ul. Konopnickiej 41A, 63-400 Ostrow Wielkopolski",71.0,56.0,58.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,2.0,0.0,2.0,,11.0,23.214285714285715
Województwo małopolskie,Powiat nowosadecki,gm. Chemiec,1477759,"Zakad Pielegnacyjno Opiekunczy, Kleczany 182, 33-394 Kleczany",41.0,34.0,33.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,,8.0,23.52941176470588
Województwo łódzkie,Powiat radomszczanski,gm. Przedborz,1475696,"Zakad Pielegnacyjno-Opiekunczy w Przedborzu, ul. Czestochowska 25, 97-570 Przedborz",35.0,34.0,27.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,,8.0,23.52941176470588
Województwo opolskie,Powiat brzeski,m. Brzeg,1484066,"Brzeskie Centrum Medyczne w Brzegu, ul. Sergiusza Mossora 1, 49-300 Brzeg",228.0,131.0,197.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,,31.0,23.66412213740458
Województwo podkarpackie,Miasto na prawach powiatu Rzeszow,,1486968,"Samodzielny Publiczny Zakad Opieki Zdrowotnej Ministerstwa Spraw Wewnetrznych i Administracji w Rzeszowie, ul. Krakowska 16, 35-111 Rzeszow",106.0,169.0,66.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,,40.0,23.66863905325444
Województwo łódzkie,Powiat pajeczanski,gm. Pajeczno,1475437,"Szpital Rejonowy w Pajecznie, ul. 1 Maja 13/15, 98-330 Pajeczno",59.0,63.0,44.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,0.0,1.0,,14.0,23.809523809523807
Województwo kujawsko-pomorskie,Powiat golubsko-dobrzynski,m. Golub-Dobrzyn,1470075,"Szpital Powiatowy Sp. z o. o., ul. dr. Jerzego Gerarda Koppa 1E, 87-400 Golub-Dobrzyn",98.0,113.0,71.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,,27.0,23.893805309734518
Województwo dolnośląskie,Powiat wabrzyski,gm. Mieroszow,1468842,"Dolnoslaski Osrodek Opieki Miedzypokoleniowej ""Biay Orze"", ul. Parkowa 5, 58-351 Sokoowsko",127.0,113.0,100.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,,27.0,23.893805309734518
Województwo kujawsko-pomorskie,Powiat nakielski,gm. Nako nad Notecia,1470525,"Nowy Szpital w Nakle i Szubinie sp. z o. o., ul. Adama Mickiewicza 7, 89-100 Nako nad Notecia",93.0,46.0,82.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,,11.0,23.91304347826087
Województwo świętokrzyskie,Powiat kielecki,gm. Morawica,1493094,"Zakad Opiekunczo-Leczniczy i Rehabilitacyjny w Bilczy, Bilcza ul. Osikowa 4, 26-026 Morawica",79.0,71.0,62.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,,17.0,23.943661971830984
Województwo lubelskie,Powiat puawski,gm. Wawolnica,1473025,"Samodzielny Publiczny Psychiatryczny Zakad Opiekunczo Leczniczy w Celejowie, Celejow 68, 24-160 Wawolnica",170.0,183.0,126.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,3.0,1.0,2.0,,41.0,24.04371584699453
Województwo pomorskie,Powiat pucki,gm. Krokowa,1488883,"Dom Pomocy Spoecznej, Lubkowo ul. Duga 50, 84-110 Krokowa",74.0,54.0,61.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,,13.0,24.074074074074076
Województwo podkarpackie,Powiat ancucki,gm. Zoynia,1485886,"Zakad Pielegnacyjno-Opiekunczy w Zoyni, ul. Gorska 8, 37-110 Zoynia",70.0,54.0,57.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,,13.0,24.074074074074076
Województwo mazowieckie,Powiat zwolenski,gm. Zwolen,1482318,"Szpital Rejonowy w Zwoleniu, ul. Wadysawa Jagiey 12, 26-700 Zwolen",50.0,54.0,37.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,,13.0,24.074074074074076
Województwo wielkopolskie,Powiat krotoszynski,gm. Krotoszyn,1496197,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Krotoszynie, Zakad Opiekunczo-Leczniczy w Krotoszynie, Zakad Opieki Paliatywnej w Krotoszynie, ul. Bolewskiego 14, 63-700 Krotoszyn",31.0,29.0,24.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,,7.0,24.13793103448276
Województwo łódzkie,Powiat odzki wschodni,gm. Brojce,1475180,"Osrodek Rehabilitacyjno-Leczniczy ""Sosnowa Aleja"" Sp. z o. o., Wardzyn 97, 95-006 Brojce",111.0,95.0,88.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,,23.0,24.210526315789476
Województwo śląskie,Powiat mikoowski,m. Mikoow,1490556,"Szpital sw. Jozefa, ul. Stefana Okrzei 27, 43-190 Mikoow",141.0,103.0,116.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,,25.0,24.271844660194176
Województwo podkarpackie,Miasto na prawach powiatu Rzeszow,,1486971,"Filia Domu Pomocy Spoecznej dla Osob w Podeszym Wieku oraz Osob Niepenosprawnych Fizycznie w Rzeszowie, ul. abedzia 9, 35-207 Rzeszow",41.0,41.0,31.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,,10.0,24.390243902439025
Województwo mazowieckie,Warszawa,Biaoeka,1482794,"Stoeczne Centrum Opiekunczo-Lecznicze sp. z o.o., ul. Jozefa Mehoffera 72/74, 03-131 Warszawa",672.0,609.0,523.0,149.0,0.0,149.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,1.0,149.0,0.0,0.0,0.0,,149.0,24.46633825944171
Województwo opolskie,Powiat gubczycki,gm. Gubczyce,1484195,"Samodzielny Publiczny Zespo Opieki Zdrowotnej w Gubczycach, ul. Marii Skodowskiej-Curie 26, 48-100 Gubczyce",175.0,122.0,145.0,30.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,,30.0,24.59016393442623
Województwo łódzkie,Powiat pabianicki,m. Konstantynow odzki,1475354,"Specjalistyczny Zakad Opieki Zdrowotnej FEL-MED - filia II - ZOL Konstantynow odzki, ul. Lutomierska 26, 95-050 Konstantynow odzki",73.0,65.0,57.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,,16.0,24.615384615384617
Województwo mazowieckie,Powiat ponski,gm. Zauski,1481169,"Dom Seniora ""Anna"", Smulska 32B, 09-142 Zauski",75.0,65.0,59.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,0.0,1.0,,15.0,24.615384615384617
Województwo zachodniopomorskie,Miasto na prawach powiatu Koszalin,,1499296,"Specjalistyczny Zespo Gruzlicy i Chorob Puc, ul. Niepodlegosci 44 - 48, 75-252 Koszalin",119.0,77.0,100.0,19.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,,19.0,24.675324675324678
Województwo małopolskie,Powiat bochenski,gm. Drwinia,1476783,"Placowka Caodobowej Opieki Dom Opieki Jestem w Grobli, Grobla 229, 32-709 Drwinia",187.0,145.0,151.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,1.0,0.0,1.0,,35.0,24.82758620689655
Województwo łódzkie,Powiat poddebicki,gm. Wartkowice,1475601,"Dom Pomocy Spoecznej w Gostkowie, Stary Gostkow 41, 99-220 Wartkowice",107.0,56.0,93.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,0.0,1.0,,13.0,25.0
Województwo opolskie,Powiat krapkowicki,gm. Krapkowice,1484382,"Krapkowickie Centrum Zdrowia Sp. z o. o., os. Osiedle XXX Lecia 21, 47-303 Krapkowice",124.0,64.0,108.0,16.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,,16.0,25.0
Województwo mazowieckie,Powiat putuski,gm. Gzy,1481398,"Zakad Opiekunczo-Leczniczy w Tasewach, Tasewy 8, 06-120 Winnica",85.0,72.0,67.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,0.0,1.0,,17.0,25.0
Województwo świętokrzyskie,Powiat kazimierski,gm. Kazimierza Wielka,1492917,"Samodzielny Publiczny Zespo Opieki Zdrowotnej w Kazimierzy Wielkiej, ul. Partyzantow 12, 28-500 Kazimierza Wielka",75.0,56.0,61.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,,14.0,25.0
Województwo opolskie,Powiat brzeski,m. Brzeg,1484067,"Brzeskie Centrum Medyczne w Brzegu-Oddzia Rehabilitacji Neurologicznej, ul. Nysanska 4-6, 49-300 Brzeg",28.0,24.0,22.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,6.0,25.0
Województwo mazowieckie,Powiat mawski,m. Mawa,1480387,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Mawie, ul. Anny Dobrskiej 1, 06-500 Mawa",102.0,100.0,77.0,25.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,,25.0,25.0
Województwo dolnośląskie,Powiat kodzki,m. Nowa Ruda,1467855,"""Zespo Opieki Zdrowotnej"" w Kodzku (Szpital w Nowej Rudzie), ul. Szpitalna 8, 57-400 Nowa Ruda",97.0,91.0,74.0,23.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,,23.0,25.274725274725277
Województwo warmińsko-mazurskie,Powiat braniewski,m. Braniewo,1494014,"Powiatowe Centrum Medyczne Spoka z o. o. w Braniewie, ul. Moniuszki 13, 14-500 Braniewo",204.0,158.0,164.0,40.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,1.0,1.0,0.0,,39.0,25.31645569620253
Województwo łódzkie,Miasto na prawach powiatu odz,,1476659,"Uniwersytecki Szpital Kliniczny nr 2 Uniwersytetu Medycznego w odzi, ul. Pieniny 30, 92-115 odz",130.0,134.0,96.0,34.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,3.0,0.0,3.0,,31.0,25.37313432835821
Województwo świętokrzyskie,Powiat kielecki,gm. Strawczyn,1493164,"Dom Pomocy Spoecznej ""Helena"" w Rudzie Strawczynskiej, Ruda Strawczynska 80A, 26-067 Strawczyn",47.0,47.0,35.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,12.0,25.53191489361702
Województwo warmińsko-mazurskie,Powiat olsztynski,gm. Barczewo,1494674,"Dom Pomocy Spoecznej w Barczewie, ul. Jozefa Ignacego Kraszewskiego 17, 11-010 Barczewo",146.0,129.0,113.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,3.0,0.0,3.0,,30.0,25.58139534883721
Województwo podkarpackie,Powiat tarnobrzeski,gm. Nowa Deba,1486767,"Samodzielny Publiczny Zespo Zakadow Opieki Zdrowotnej, ul. Marii Skodowskiej-Curie 1A, 39-460 Nowa Deba",109.0,74.0,90.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,,19.0,25.675675675675677
Województwo kujawsko-pomorskie,Powiat tucholski,gm. Tuchola,1470997,"Szpital Tucholski sp. z o.o., ul. Nowodworskiego 14-18, 89-500 Tuchola",121.0,101.0,95.0,26.0,0.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,1.0,0.0,1.0,,25.0,25.742574257425744
Województwo zachodniopomorskie,Powiat mysliborski,gm. Mysliborz,1498768,"Dom Pomocy Spoecznej dla Osob Przewlekle Somatycznie Chorych w Mysliborzu, ul. Celna 23, 74-300 Mysliborz",171.0,159.0,130.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,40.0,6.0,3.0,3.0,,34.0,25.78616352201258
Województwo wielkopolskie,Powiat wagrowiecki,m. Wagrowiec,1497464,"Szpital Powiatowy, ul. Kosciuszki 74, 62-100 Wagrowiec",106.0,58.0,91.0,15.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,15.0,25.86206896551724
Województwo łódzkie,Powiat sieradzki,gm. Sieradz,1475831,"Dom Pomocy Spoecznej w Biskupicach, Biskupice 72, 98-200 Sieradz",57.0,58.0,42.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,15.0,25.86206896551724
Województwo dolnośląskie,Powiat bolesawiecki,gm. Nowogrodziec,1467460,"Dom Pomocy Spoecznej w Nowogrodzcu, ul. Cicha 4, 59-730 Nowogrodziec",54.0,54.0,40.0,14.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,1.0,0.0,,13.0,25.925925925925924
Województwo łódzkie,Powiat pabianicki,m. Konstantynow odzki,1475353,"Dom Pomocy Spoecznej ""Pod Debami"" w Konstantynowie odzkim, ul. Bechcice 3, 95-050 Konstantynow odzki",132.0,92.0,108.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,3.0,1.0,2.0,,21.0,26.08695652173913
Województwo mazowieckie,Warszawa,Srodmiescie,1483175,"Caritas Archidiecezji Warszawskiej, ul. Krakowskie Przedmiescie 62, 00-322 Warszawa",121.0,99.0,95.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,,26.0,26.262626262626267
Województwo świętokrzyskie,Powiat pinczowski,gm. Pinczow,1493482,"Dom Pomocy Spoecznej w Pinczowie, ul. Wesoa 5, 28-400 Pinczow",102.0,76.0,82.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,1.0,0.0,1.0,,19.0,26.31578947368421
Województwo małopolskie,Powiat brzeski,gm. Brzesko,1476854,"Powiatowy Publiczny Zakad Opiekunczo-Leczniczy w Brzesku, ul. Tadeusza Kosciuszki 33, 32-800 Brzesko",86.0,76.0,66.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,20.0,26.31578947368421
Województwo świętokrzyskie,Powiat skarzyski,m. Skarzysko-Kamienna,1493614,"Zespo Opieki Zdrowotnej-II budynek szpitalny, ul. Ekonomii 4, 26-110 Skarzysko-Kamienna",35.0,34.0,26.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,,9.0,26.47058823529412
Województwo warmińsko-mazurskie,Powiat bartoszycki,m. Bartoszyce,1493959,"Szpital Powiatowy w Bartoszycach, ul. Kardynaa Wyszynskiego 11, 11-200 Bartoszyce",218.0,151.0,178.0,40.0,0.0,40.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,,40.0,26.490066225165563
Województwo małopolskie,Powiat gorlicki,m. Gorlice,1477080,"Szpital Specjalistyczny im. Henryka Klimontowicza, ul. Wegierska 21, 38-300 Gorlice",300.0,317.0,216.0,84.0,0.0,84.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0,1.0,1.0,0.0,,83.0,26.49842271293376
Województwo dolnośląskie,Miasto na prawach powiatu Jelenia Gora,,1469304,"Dom Seniora Karkonoski Zakatek Sp. z o. o., ul. Sudecka 70, 58-500 Jelenia Gora",58.0,49.0,45.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,,13.0,26.53061224489796
Województwo warmińsko-mazurskie,Powiat olsztynski,gm. Dobre Miasto,1494721,"Dom Pomocy Spoecznej w Dobrym Miescie, ul. uzycka 73, 11-040 Dobre Miasto",16.0,15.0,12.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,4.0,26.666666666666668
Województwo małopolskie,Powiat brzeski,gm. Gnojnik,1476884,"Rodzinny Dom Opieki ""Stas"", Gnojnik 740, 32-864 Gnojnik",96.0,71.0,77.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,,19.0,26.76056338028169
Województwo małopolskie,Powiat nowotarski,gm. Rabka-Zdroj,1478061,"Dom Wypoczynkowy ""Karabela, ul. Zaryte 14, 34-700 Rabka-Zdroj",35.0,26.0,28.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,1.0,0.0,1.0,,6.0,26.923076923076923
Województwo wielkopolskie,Powiat gostynski,gm. Gostyn,1495566,"Samodzielny Publiczny Zespo Opieki Zdrowotnej Szpital w Gostyniu, pl. Karola Marcinkowskiego 8/9, 63-800 Gostyn",89.0,78.0,68.0,21.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,,21.0,26.923076923076923
