Wojewodztwo_Name,Powiat_MnpP_Name,Gmina_Name,URL_ID,Commission_Address_Raw,liczba_kart_otrzymanych,liczba_uprawnionych,liczba_kart_niewykorzystanych,liczba_kart_wydanych_lokal,liczba_pakietow_wyslanych,liczba_kart_wydanych_lacznie,liczba_glos_pelnnomocnik,liczba_glos_zaswiadczenie,liczba_kopert_zwrotnych,koperty_bez_oswiadczenia,koperty_oswiadczenie_niepodpisane,koperty_bez_koperty_na_karte,koperty_niezaklejona_koperta_na_karte,koperty_na_karte_wrzucone_do_urny,liczba_kart_wyjetych_z_urny,karty_z_kopert_korespondencyjnych,liczba_kart_niewaznych,liczba_kart_waznych,liczba_glosow_niewaznych,glosy_niewazne_przyczyna_A,glosy_niewazne_przyczyna_B,glosy_niewazne_przyczyna_C,liczba_glosow_waznych_na_kandydatow,Turnout_Percentage
Województwo zachodniopomorskie,Powiat gryfinski,gm. Gryfino,1436177,"Szpital Powiatowy w Gryfinie Sp. z o.o. Zakad Opiekunczo-Leczniczy w Gryfinie, ul. Armii Krajowej 8, 74-100 Gryfino",34.0,32.0,29.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,15.625
Województwo dolnośląskie,Powiat bolesawiecki,gm. Nowogrodziec,1434149,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w Nowogrodzcu, ul. Lubanska 16, 59-730 Nowogrodziec",79.0,70.0,68.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,10.0,15.714285714285714
Województwo dolnośląskie,Powiat legnicki,m. Chojnow,1434191,"Dolnoslaski Osrodek Pielegnacyjno-Rehabilitacyjny ""Niebieski Parasol"", ul. Szpitalna 20, 59-225 Chojnow",80.0,57.0,71.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,15.789473684210526
Województwo opolskie,Powiat prudnicki,gm. Gogowek,1435381,"Zakad Opiekunczo-Leczniczy w Gogowku, ul. Marii Konopnickiej 2, 48-250 Gogowek",60.0,63.0,50.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,9.0,15.873015873015872
Województwo podkarpackie,Powiat sanocki,m. Sanok,1435455,"Samodzielny Publiczny Zespo Opieki Zdrowotnej w Sanoku-Szpital Specjalistyczny, ul. 800-lecia 26, 38-500 Sanok",251.0,321.0,200.0,51.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,51.0,15.887850467289718
Województwo lubelskie,Powiat lubelski,gm. Bezyce,1434417,"SP ZOZ Nr 1 w Bezycach Szpital Powiatowy im. Dr Wojciecha Oczki, ul. Lubelska 90, 24-200 Bezyce",118.0,75.0,106.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,16.0
Województwo opolskie,Miasto na prawach powiatu Opole,,1435403,"Zakad Opiekunczo-Leczniczy w Opolu, ul. Proszkowska 72, 45-758 Opole",73.0,56.0,64.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,16.071428571428573
Województwo kujawsko-pomorskie,Miasto na prawach powiatu Torun,,1434382,"Zakad Pielegnacyjno-Opiekunczy, ul. Ligi Polskiej 8, 87-100 Torun",142.0,68.0,131.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,16.176470588235293
Województwo podkarpackie,Powiat ropczycko-sedziszowski,gm. Sedziszow Maopolski,1435451,"Szpital Powiatowy w Sedziszowie Maopolskim, Oddzia Chorob Wewnetrznych, ul. Wyspianskiego 14, 39-120 Sedziszow Maopolski",130.0,115.0,111.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,16.52173913043478
Województwo pomorskie,Powiat tczewski,m. Tczew,1435600,"Szpitale Tczewskie S. A., ul. Ignacego Paderewskiego 11, 83-110 Tczew",46.0,36.0,40.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,16.666666666666664
Województwo mazowieckie,Powiat ponski,m. Ponsk,1434895,"Zakad Opiekunczo-Leczniczy w Ponsku, ul. ks. Romualda Jaworskiego 3, 09-100 Ponsk",101.0,54.0,92.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,16.666666666666664
Województwo lubelskie,Powiat krasnicki,m. Krasnik,1434412,"Szpital Powiatowy w Krasniku, ul. Fryderyka Chopina 13, 23-200 Krasnik",281.0,137.0,258.0,23.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,16.78832116788321
Województwo kujawsko-pomorskie,Powiat golubsko-dobrzynski,m. Golub-Dobrzyn,1434310,"Szpital Powiatowy Sp. z o. o., ul. dr. Jerzego Gerarda Koppa 1E, 87-400 Golub-Dobrzyn",98.0,95.0,82.0,16.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,16.842105263157894
Województwo podkarpackie,Powiat jasielski,m. Jaso,1435417,"Szpital Specjalistyczny w Jasle, ul. Lwowska 22, 38-200 Jaso",250.0,207.0,215.0,35.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,16.908212560386474
Województwo łódzkie,Powiat kutnowski,gm. Bedlno,1434535,"Dom Pomocy Spoecznej w Pniewie, Pniewo 91, 99-311 Bedlno",73.0,59.0,63.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,16.94915254237288
Województwo pomorskie,Powiat pucki,gm. Krokowa,1435589,"Dom Pomocy Spoecznej, Lubkowo ul. Duga 50, 84-110 Krokowa",72.0,53.0,63.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,8.0,16.9811320754717
Województwo śląskie,Powiat myszkowski,m. Myszkow,1435691,"Zakad Opiekunczo-Leczniczy Eden, ul. Zawiercka 18, 42-300 Myszkow",148.0,129.0,126.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,17.05426356589147
Województwo mazowieckie,Powiat ponski,gm. Zauski,1434899,"Dom Seniora ""Anna"", Smulska 32B, 09-142 Zauski",75.0,64.0,64.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,17.1875
Województwo świętokrzyskie,Powiat buski,gm. Busko-Zdroj,1435859,"Zakad Opiekunczo Leczniczy w Busku-Zdroju, ul. Solankowa 6, 28-100 Busko-Zdroj",85.0,86.0,70.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,14.0,17.441860465116278
Województwo lubelskie,Miasto na prawach powiatu Lublin,,1436782,"Uniwersytecki Szpital Kliniczny Nr 1 w Lublinie, ul. Chmielna 1, 20-079 Lublin",38.0,40.0,31.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,17.5
Województwo małopolskie,Powiat suski,gm. Makow Podhalanski,1434739,"Zakad Opieki Dugoterminowej, ul. Mickiewicza 7, 34-220 Makow Podhalanski",119.0,137.0,95.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,2.0,1.0,1.0,0.0,22.0,17.51824817518248
Województwo dolnośląskie,Powiat lwowecki,gm. Gryfow Slaski,1434202,"Powiatowe Centrum Zdrowia Sp. z o. o. w Lwowku Slaskim-Szpital im. Hugona Koataja w Gryfowie Slaskim, ul. Rzeczna 25, 59-620 Gryfow Slaski",108.0,91.0,92.0,16.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,17.582417582417584
Województwo małopolskie,Powiat olkuski,gm. Olkusz,1434728,"Niepubliczny Zakad Opiekunczo-Leczniczy ""POMORZANY"" w Olkuszu, ul. Gwarkow 4A, 32-300 Olkusz",143.0,125.0,121.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,1.0,0.0,1.0,0.0,21.0,17.599999999999998
Województwo dolnośląskie,Powiat trzebnicki,gm. Oborniki Slaskie,1436609,"VITOMED Sp z o.o., ul. Trzebnicka 43, 55-120 Oborniki Slaskie",43.0,34.0,37.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,5.0,17.647058823529413
Województwo wielkopolskie,Powiat kaliski,gm. Stawiszyn,1436035,"Dom Seniora ""Zielony Piatek"", Piatek Wielki 58, 62-820 Stawiszyn",29.0,28.0,24.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,17.857142857142858
Województwo lubelskie,Powiat bialski,gm. Wisznice,1434396,"Zakad Opiekunczo-Leczniczy w Curynie, Curyn 60A, 21-580 Wisznice",69.0,67.0,57.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,17.91044776119403
Województwo małopolskie,Powiat myslenicki,gm. Myslenice,1436918,"Centrum Seniora Droginia, Droginia 351, 32-400 Droginia",91.0,88.0,75.0,16.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,18.181818181818183
Województwo warmińsko-mazurskie,Powiat szczycienski,m. Szczytno,1435982,"Zespo Opieki Zdrowotnej w Szczytnie, ul. Marii Curie-Skodowskiej 12, 12-100 Szczytno",156.0,119.0,134.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,18.487394957983195
Województwo śląskie,Miasto na prawach powiatu Jastrzebie-Zdroj,,1435779,"Wojewodzki Szpital Specjalistyczny nr 2, ul. Ignacego Krasickiego 21, 44-335 Jastrzebie-Zdroj",110.0,97.0,92.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,3.0,0.0,3.0,0.0,15.0,18.55670103092784
Województwo świętokrzyskie,Powiat kielecki,gm. Morawica,1435874,"Zakad Opiekunczo-Leczniczy i Rehabilitacyjny w Bilczy, Bilcza ul. Osikowa 4, 26-026 Morawica",77.0,70.0,64.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,18.571428571428573
Województwo łódzkie,Powiat sieradzki,gm. Sieradz,1434584,"Dom Pomocy Spoecznej w Biskupicach, Biskupice 72, 98-200 Sieradz",56.0,59.0,45.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,10.0,18.64406779661017
Województwo pomorskie,Powiat kwidzynski,m. Kwidzyn,1435571,"Zdrowie Sp. z o. o. Niepubliczny Zakad Opieki Zdrowotnej w Kwidzynie, ul. gen. Jozefa Hallera 31, 82-500 Kwidzyn",77.0,59.0,66.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,18.64406779661017
Województwo dolnośląskie,Powiat kodzki,m. Nowa Ruda,1434181,"Dom Pomocy Spoecznej w Nowej Rudzie, ul. Parkowa 20, 57-402 Nowa Ruda",89.0,91.0,72.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,18.68131868131868
Województwo dolnośląskie,Miasto na prawach powiatu Jelenia Gora,,1434259,"Dom Seniora Karkonoski Zakatek Sp. z o. o., ul. Sudecka 70, 58-500 Jelenia Gora",57.0,48.0,48.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,18.75
Województwo wielkopolskie,Powiat leszczynski,gm. Rydzyna,1436053,"NZOZ Zakad Pielegnacyjno-Opiekunczy ""Niezapominajka"", Dabcze 25, 64-130 Rydzyna",44.0,37.0,37.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,5.0,18.91891891891892
Województwo warmińsko-mazurskie,Powiat olsztynski,gm. Dobre Miasto,1435969,"Zespo Zakadow Opieki Zdrowotnej im. Jerzego Pioro w Dobrym Miescie, ul. Grunwaldzka 10B, 11-040 Dobre Miasto",97.0,74.0,83.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,18.91891891891892
Województwo śląskie,Miasto na prawach powiatu Bytom,,1435733,"Dom Pomocy Spoecznej Stowarzyszenia na rzecz Osob Starszych i Niepenosprawnych Fizycznie, Intelektualnie, Osob Chorych Psychicznie oraz Osob Uzaleznionych od Alkoholu ""Pomocna Don"", ul. Strzelcow Bytomskich 450, 41-935 Bytom",78.0,37.0,71.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,18.91891891891892
Województwo łódzkie,Powiat sieradzki,gm. Warta,1434585,"Centrum Psychiatryczne w Warcie, ul. Sieradzka 3, 98-290 Warta",483.0,374.0,412.0,71.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,71.0,1.0,0.0,1.0,0.0,70.0,18.983957219251337
Województwo lubuskie,Powiat zarski,gm. Lubsko,1434515,"Zakad Opiekunczo Leczniczy, ul. Pokoju 1a, 68-300 Lubsko",50.0,42.0,42.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,7.0,19.047619047619047
Województwo mazowieckie,Powiat zyrardowski,gm. Puszcza Marianska,1434943,"Zakad Pielegnacyjno-Opiekunczy w Wyczesniaku, Wyczesniak 22, 96-330 Puszcza Marianska",119.0,115.0,97.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,1.0,0.0,1.0,0.0,21.0,19.130434782608692
Województwo mazowieckie,Powiat minski,gm. Siennica,1434858,"Kasmin Dom Seniora Sp. z o. o., Drozdzowka 5A, 05-332 Siennica",299.0,245.0,252.0,47.0,0.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,1.0,0.0,1.0,0.0,46.0,19.18367346938776
Województwo zachodniopomorskie,Powiat mysliborski,gm. Mysliborz,1436196,"Dom Pomocy Spoecznej dla Osob Przewlekle Somatycznie Chorych w Mysliborzu, ul. Celna 23, 74-300 Mysliborz",171.0,161.0,140.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,2.0,0.0,2.0,0.0,29.0,19.25465838509317
Województwo małopolskie,Powiat brzeski,gm. Gnojnik,1434670,"Rodzinny Dom Opieki ""Stas"", Gnojnik 740, 32-864 Gnojnik",97.0,72.0,83.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,19.444444444444446
Województwo mazowieckie,Powiat putuski,gm. Gzy,1434908,"Zakad Opiekunczo-Leczniczy w Tasewach, Tasewy 8, 06-120 Winnica",80.0,72.0,66.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,13.0,19.444444444444446
Województwo zachodniopomorskie,Powiat gryficki,gm. Trzebiatow,1436174,"Dom Pomocy Spoecznej, ul. Jaromin 50, 72-320 Trzebiatow",206.0,221.0,163.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0,1.0,0.0,1.0,0.0,42.0,19.457013574660635
Województwo kujawsko-pomorskie,Powiat mogilenski,gm. Strzelno,1434322,"SPZOZ w Mogilnie, Zakad Opiekunczo-Leczniczy w Strzelnie, ul. Powstania Wielkopolskiego 8, 88-320 Strzelno",55.0,46.0,46.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,19.565217391304348
Województwo kujawsko-pomorskie,Powiat bydgoski,gm. Koronowo,1434305,"Dom Pomocy Spoecznej w Koronowie, ul. Paderewskiego 35, 86-010 Koronowo",95.0,97.0,76.0,19.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,4.0,2.0,2.0,0.0,15.0,19.587628865979383
Województwo łódzkie,Powiat odzki wschodni,gm. Brojce,1434549,"Osrodek Rehabilitacyjno-Leczniczy ""Sosnowa Aleja"" Sp. z o. o., Wardzyn 97, 95-006 Brojce",110.0,96.0,91.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,19.791666666666664
Województwo małopolskie,Powiat nowotarski,m. Nowy Targ,1434715,"Podhalanski Szpital Specjalistyczny im. Jana Pawa II, ul. Szpitalna 14, 34-400 Nowy Targ",402.0,377.0,327.0,75.0,0.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,1.0,0.0,1.0,0.0,74.0,19.893899204244036
Województwo wielkopolskie,Powiat koninski,gm. Slesin,1436042,"Dom Pomocy Spoecznej w Slesinie, ul. Koscielna 46, 62-561 Slesin",18.0,20.0,14.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,20.0
Województwo łódzkie,Powiat zgierski,m. Zgierz,1434609,"Niepubliczny Zakad Opieki Paliatywnej przy Stowarzyszeniu ""Hospicjum"" im. Jana Pawa II przy Parafii N. M. P. Rozancowej w Zgierzu, ul. Parzeczewska 72, 95-100 Zgierz",41.0,35.0,34.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,20.0
Województwo małopolskie,Powiat oswiecimski,gm. Oswiecim,1434733,"Powiatowe Zakady Opiekunczo-Lecznicze w Grojcu, ul. Aleja Ogrodowa 1, 32-615 Grojec",56.0,55.0,45.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,20.0
Województwo zachodniopomorskie,Powiat pyrzycki,gm. Pyrzyce,1436198,"Szpital Powiatowy w Pyrzycach-sala konferencyjna (wejscie C, parter), ul. Jana Pawa II 2, 74-200 Pyrzyce",137.0,94.0,118.0,19.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0,18.0,20.212765957446805
Województwo podlaskie,Powiat biaostocki,gm. apy,1435504,"Samodzielny Publiczny Zakad Opieki Zdrowotnej w apach, ul. Janusza Korczaka 23, 18-100 apy",133.0,88.0,115.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,20.454545454545457
Województwo małopolskie,Powiat gorlicki,m. Gorlice,1434680,"Szpital Specjalistyczny im. Henryka Klimontowicza, ul. Wegierska 21, 38-300 Gorlice",300.0,306.0,237.0,63.0,0.0,63.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0,2.0,0.0,2.0,0.0,61.0,20.588235294117645
Województwo zachodniopomorskie,Powiat kamienski,gm. Kamien Pomorski,1436183,"Szpital w Kamieniu Pomorskim Sp. z o. o., ul. Szpitalna 10, 72-400 Kamien Pomorski",78.0,68.0,64.0,14.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,13.0,20.588235294117645
Województwo mazowieckie,Powiat sierpecki,gm. Gozdowo,1434915,"Zakad Opiekunczo-Leczniczy w Kolczynie (Palium sp. z o.o.), Kolczyn 44, 09-213 Gozdowo",68.0,63.0,55.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,20.634920634920636
Województwo kujawsko-pomorskie,Powiat wocawski,gm. Lubien Kujawski,1436504,"Dom Pomocy Spoecznej w Rzezewie, Rzezewo Mae 65A, 87-840 Lubien Kujawski",29.0,29.0,23.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,20.689655172413797
Województwo warmińsko-mazurskie,Powiat nowomiejski,m. Nowe Miasto Lubawskie,1435960,"Szpital Powiatowy w Nowym Miescie Lubawskim sp. z o. o., ul. Mickiewicza 10, 13-300 Nowe Miasto Lubawskie",95.0,29.0,89.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,20.689655172413797
Województwo mazowieckie,Miasto na prawach powiatu Ostroeka,,1434948,"Zakad Pielegnacyjno-Opiekunczy w Ostroece, ul. Henryka Sienkiewicza 56, 07-410 Ostroeka",24.0,24.0,19.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,20.833333333333336
Województwo zachodniopomorskie,Miasto na prawach powiatu Swinoujscie,,1436239,"ZOD Fregata sp. z o.o., ul. Bydgoska 14, 72-600 Swinoujscie",108.0,96.0,88.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.833333333333336
Województwo lubelskie,Miasto na prawach powiatu Lublin,,1434464,"Wojewodzki Szpital Specjalistyczny im. Stefana Kardynaa Wyszynskiego SP ZOZ, ul. Mieczysawa Biernackiego 9, 20-089 Lublin",132.0,86.0,114.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,20.930232558139537
Województwo warmińsko-mazurskie,Powiat olecki,gm. Olecko,1435962,"""OLMEDICA"" w Olecku Sp. z o. o., ul. Godapska 1, 19-400 Olecko",89.0,57.0,77.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,21.052631578947366
Województwo śląskie,Powiat czestochowski,gm. Blachownia,1435665,"Szpital im. Rudolfa Weigla w Blachowni, ul. Sosnowa 16, 42-290 Blachownia",98.0,85.0,80.0,18.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,17.0,21.176470588235293
Województwo kujawsko-pomorskie,Powiat nakielski,gm. Nako nad Notecia,1434324,"Nowy Szpital w Nakle i Szubinie sp. z o. o., ul. Adama Mickiewicza 7, 89-100 Nako nad Notecia",92.0,47.0,82.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,21.27659574468085
Województwo kujawsko-pomorskie,Powiat tucholski,gm. Tuchola,1434344,"Szpital Tucholski sp. z o.o., ul. Nowodworskiego 14-18, 89-500 Tuchola",117.0,94.0,97.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,21.27659574468085
Województwo mazowieckie,Powiat zurominski,gm. Lubowidz,1434938,"Dom Pomocy Spoecznej w Badzynie, Badzyn 75, 09-304 Lubowidz",70.0,42.0,61.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,21.428571428571427
Województwo małopolskie,Powiat suski,gm. Makow Podhalanski,1434740,"Szpital, al. Aleja Kasztanowa 17, 34-220 Makow Podhalanski",99.0,98.0,78.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,21.428571428571427
Województwo kujawsko-pomorskie,Powiat wabrzeski,m. Wabrzezno,1434346,"Nowy Szpital Sp. z o. o., ul. Wolnosci 27, 87-200 Wabrzezno",133.0,79.0,116.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,16.0,21.518987341772156
Województwo małopolskie,Powiat tarnowski,gm. Zabno,1434749,"Dom Opieki ""Prosto z Serca"" w Kyzu, Kyz 66, 33-250 Kyz",53.0,51.0,42.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,21.568627450980397
Województwo warmińsko-mazurskie,Powiat gizycki,m. Gizycko,1435945,"Dom Pomocy Spoecznej w Gizycku, ul. Warszawska 31, 11-500 Gizycko",131.0,125.0,104.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,5.0,0.0,5.0,0.0,22.0,21.6
