Wojewodztwo_Name,Powiat_MnpP_Name,Gmina_Name,URL_ID,R1_Total_Valid_Votes_Station,R2_Total_Valid_Votes_Station,Expected_Nawrocki_R2,Actual_NAWROCKI Karol Tadeusz_R2,Diff_Nawrocki,Expected_Trzaskowski_R2,Actual_TRZASKOWSKI Rafa Kazimierz_R2,Diff_Trzaskowski
Województwo lubelskie,Powiat rycki,m. Deblin,1409824,502.0,0.0,317.61,0.0,-317.61,184.39,0.0,-184.39
Województwo lubelskie,Powiat rycki,m. Deblin,1409825,192.0,0.0,112.49,0.0,-112.49,79.51,0.0,-79.51
Województwo lubelskie,Powiat rycki,m. Deblin,1409826,496.0,0.0,282.5,0.0,-282.5,213.5,0.0,-213.5
Województwo lubelskie,Powiat rycki,m. Deblin,1409827,537.0,0.0,308.17,0.0,-308.17,228.83,0.0,-228.83
Województwo lubelskie,Powiat rycki,m. Deblin,1409828,638.0,0.0,406.44,0.0,-406.44,231.56,0.0,-231.56
Województwo lubelskie,Powiat rycki,m. Deblin,1409829,703.0,0.0,432.56,0.0,-432.56,270.44,0.0,-270.44
Województwo lubelskie,Powiat rycki,m. Deblin,1409830,456.0,0.0,277.03,0.0,-277.03,178.97,0.0,-178.97
Województwo lubelskie,Powiat rycki,m. Deblin,1409831,422.0,0.0,243.82,0.0,-243.82,178.18,0.0,-178.18
Województwo lubelskie,Powiat rycki,m. Deblin,1409832,499.0,0.0,210.02,0.0,-210.02,288.99,0.0,-288.99
Województwo lubelskie,Powiat rycki,m. Deblin,1409833,470.0,0.0,254.93,0.0,-254.93,215.07,0.0,-215.07
Województwo lubelskie,Powiat rycki,m. Deblin,1409834,255.0,0.0,147.51,0.0,-147.51,107.49,0.0,-107.49
Województwo lubelskie,Powiat rycki,m. Deblin,1409835,113.0,0.0,62.56,0.0,-62.56,50.44,0.0,-50.44
Województwo lubelskie,Powiat rycki,m. Deblin,1409836,587.0,0.0,310.83,0.0,-310.83,276.17,0.0,-276.17
Województwo lubelskie,Powiat rycki,m. Deblin,1409837,528.0,0.0,233.04,0.0,-233.04,294.96,0.0,-294.96
Województwo lubelskie,Powiat rycki,m. Deblin,1409838,328.0,0.0,163.29,0.0,-163.29,164.71,0.0,-164.71
Województwo lubelskie,Powiat rycki,m. Deblin,1434440,12.0,0.0,8.5,0.0,-8.5,3.5,0.0,-3.5
Województwo lubelskie,Powiat rycki,gm. Koczew,1409839,791.0,0.0,642.35,0.0,-642.35,148.65,0.0,-148.65
Województwo lubelskie,Powiat rycki,gm. Koczew,1409840,354.0,0.0,280.42,0.0,-280.42,73.58,0.0,-73.58
Województwo lubelskie,Powiat rycki,gm. Koczew,1409841,211.0,0.0,172.03,0.0,-172.03,38.97,0.0,-38.97
Województwo lubelskie,Powiat rycki,gm. Koczew,1409842,344.0,0.0,296.62,0.0,-296.62,47.38,0.0,-47.38
Województwo lubelskie,Powiat rycki,gm. Koczew,1409843,200.0,0.0,172.65,0.0,-172.65,27.35,0.0,-27.35
Województwo lubelskie,Powiat rycki,gm. Koczew,1409844,520.0,0.0,453.22,0.0,-453.22,66.78,0.0,-66.78
Województwo lubelskie,Powiat rycki,gm. Koczew,1409845,154.0,0.0,125.62,0.0,-125.62,28.38,0.0,-28.38
Województwo lubelskie,Powiat rycki,gm. Koczew,1409846,293.0,0.0,249.36,0.0,-249.36,43.64,0.0,-43.64
Województwo lubelskie,Powiat rycki,gm. Koczew,1409847,202.0,0.0,173.07,0.0,-173.07,28.93,0.0,-28.93
Województwo lubelskie,Powiat rycki,gm. Koczew,1409848,105.0,0.0,87.33,0.0,-87.33,17.67,0.0,-17.67
Województwo lubelskie,Powiat rycki,gm. Koczew,1409849,258.0,0.0,219.8,0.0,-219.8,38.2,0.0,-38.2
Województwo lubelskie,Powiat rycki,gm. Koczew,1409850,125.0,0.0,93.1,0.0,-93.1,31.9,0.0,-31.9
Województwo lubelskie,Powiat rycki,gm. Koczew,1409851,198.0,0.0,158.43,0.0,-158.43,39.57,0.0,-39.57
Województwo lubelskie,Powiat rycki,gm. Nowodwor,1409852,548.0,0.0,420.4,0.0,-420.4,127.6,0.0,-127.6
Województwo lubelskie,Powiat rycki,gm. Nowodwor,1409853,222.0,0.0,168.03,0.0,-168.03,53.97,0.0,-53.97
Województwo lubelskie,Powiat rycki,gm. Nowodwor,1409854,162.0,0.0,133.33,0.0,-133.33,28.67,0.0,-28.67
Województwo lubelskie,Powiat rycki,gm. Nowodwor,1409855,567.0,0.0,483.71,0.0,-483.71,83.29,0.0,-83.29
Województwo lubelskie,Powiat rycki,gm. Nowodwor,1409856,135.0,0.0,101.9,0.0,-101.9,33.1,0.0,-33.1
Województwo lubelskie,Powiat rycki,gm. Nowodwor,1409857,171.0,0.0,136.82,0.0,-136.82,34.18,0.0,-34.18
Województwo lubelskie,Powiat rycki,gm. Nowodwor,1409858,252.0,0.0,222.51,0.0,-222.51,29.49,0.0,-29.49
Województwo lubelskie,Powiat rycki,gm. Nowodwor,1409859,91.0,0.0,75.99,0.0,-75.99,15.01,0.0,-15.01
Województwo lubelskie,Powiat rycki,gm. Ryki,1409860,606.0,0.0,367.84,0.0,-367.84,238.16,0.0,-238.16
Województwo lubelskie,Powiat rycki,gm. Ryki,1409861,677.0,0.0,402.8,0.0,-402.8,274.2,0.0,-274.2
Województwo lubelskie,Powiat rycki,gm. Ryki,1409862,673.0,0.0,345.76,0.0,-345.76,327.24,0.0,-327.24
Województwo lubelskie,Powiat rycki,gm. Ryki,1409863,820.0,0.0,457.83,0.0,-457.83,362.17,0.0,-362.17
Województwo lubelskie,Powiat rycki,gm. Ryki,1409864,812.0,0.0,518.35,0.0,-518.35,293.65,0.0,-293.65
Województwo lubelskie,Powiat rycki,gm. Ryki,1409865,756.0,0.0,420.38,0.0,-420.38,335.62,0.0,-335.62
Województwo lubelskie,Powiat rycki,gm. Ryki,1409866,418.0,0.0,224.88,0.0,-224.88,193.12,0.0,-193.12
Województwo lubelskie,Powiat rycki,gm. Ryki,1409867,213.0,0.0,104.23,0.0,-104.23,108.77,0.0,-108.77
Województwo lubelskie,Powiat rycki,gm. Ryki,1409868,418.0,0.0,294.14,0.0,-294.14,123.86,0.0,-123.86
Województwo lubelskie,Powiat rycki,gm. Ryki,1409869,227.0,0.0,190.27,0.0,-190.27,36.73,0.0,-36.73
Województwo lubelskie,Powiat rycki,gm. Ryki,1409870,233.0,0.0,173.16,0.0,-173.16,59.84,0.0,-59.84
Województwo lubelskie,Powiat rycki,gm. Ryki,1409871,622.0,0.0,441.05,0.0,-441.05,180.95,0.0,-180.95
Województwo lubelskie,Powiat rycki,gm. Ryki,1409872,522.0,0.0,408.8,0.0,-408.8,113.2,0.0,-113.2
Województwo lubelskie,Powiat rycki,gm. Ryki,1409873,245.0,0.0,187.49,0.0,-187.49,57.51,0.0,-57.51
Województwo lubelskie,Powiat rycki,gm. Ryki,1409874,386.0,0.0,286.9,0.0,-286.9,99.1,0.0,-99.1
Województwo lubelskie,Powiat rycki,gm. Ryki,1409875,333.0,0.0,257.64,0.0,-257.64,75.36,0.0,-75.36
Województwo lubelskie,Powiat rycki,gm. Ryki,1409876,208.0,0.0,136.72,0.0,-136.72,71.28,0.0,-71.28
Województwo lubelskie,Powiat rycki,gm. Ryki,1409877,609.0,0.0,470.11,0.0,-470.11,138.89,0.0,-138.89
Województwo lubelskie,Powiat rycki,gm. Ryki,1409878,354.0,0.0,272.56,0.0,-272.56,81.44,0.0,-81.44
Województwo lubelskie,Powiat rycki,gm. Ryki,1409879,393.0,0.0,317.52,0.0,-317.52,75.48,0.0,-75.48
Województwo lubelskie,Powiat rycki,gm. Ryki,1409880,132.0,0.0,106.23,0.0,-106.23,25.77,0.0,-25.77
Województwo lubelskie,Powiat rycki,gm. Ryki,1409881,145.0,0.0,107.88,0.0,-107.88,37.12,0.0,-37.12
Województwo lubelskie,Powiat rycki,gm. Ryki,1409882,128.0,0.0,97.01,0.0,-97.01,30.99,0.0,-30.99
Województwo lubelskie,Powiat rycki,gm. Ryki,1409883,268.0,0.0,195.39,0.0,-195.39,72.61,0.0,-72.61
Województwo lubelskie,Powiat rycki,gm. Ryki,1409884,101.0,0.0,71.36,0.0,-71.36,29.64,0.0,-29.64
Województwo lubelskie,Powiat rycki,gm. Ryki,1409885,173.0,0.0,129.88,0.0,-129.88,43.12,0.0,-43.12
Województwo lubelskie,Powiat rycki,gm. Ryki,1434441,15.0,0.0,13.76,0.0,-13.76,1.24,0.0,-1.24
Województwo lubelskie,Powiat rycki,gm. Ryki,1434442,20.0,0.0,13.68,0.0,-13.68,6.32,0.0,-6.32
Województwo lubelskie,Powiat rycki,gm. Stezyca,1409886,1118.0,0.0,736.09,0.0,-736.09,381.91,0.0,-381.91
Województwo lubelskie,Powiat rycki,gm. Stezyca,1409887,215.0,0.0,165.67,0.0,-165.67,49.33,0.0,-49.33
Województwo lubelskie,Powiat rycki,gm. Stezyca,1409888,325.0,0.0,217.22,0.0,-217.22,107.78,0.0,-107.78
Województwo lubelskie,Powiat rycki,gm. Stezyca,1409889,208.0,0.0,174.44,0.0,-174.44,33.56,0.0,-33.56
Województwo lubelskie,Powiat rycki,gm. Stezyca,1409890,315.0,0.0,250.47,0.0,-250.47,64.53,0.0,-64.53
Województwo lubelskie,Powiat rycki,gm. Stezyca,1409891,291.0,0.0,228.93,0.0,-228.93,62.07,0.0,-62.07
Województwo lubelskie,Powiat rycki,gm. Stezyca,1409892,199.0,0.0,165.16,0.0,-165.16,33.84,0.0,-33.84
Województwo lubelskie,Powiat rycki,gm. Uez,1409893,348.0,0.0,216.71,0.0,-216.71,131.29,0.0,-131.29
Województwo lubelskie,Powiat rycki,gm. Uez,1409894,207.0,0.0,149.52,0.0,-149.52,57.48,0.0,-57.48
Województwo lubelskie,Powiat rycki,gm. Uez,1409895,306.0,0.0,194.79,0.0,-194.79,111.21,0.0,-111.21
Województwo lubelskie,Powiat rycki,gm. Uez,1409896,169.0,0.0,114.79,0.0,-114.79,54.21,0.0,-54.21
Województwo lubelskie,Powiat rycki,gm. Uez,1409897,130.0,0.0,90.52,0.0,-90.52,39.48,0.0,-39.48
Województwo lubelskie,Powiat rycki,gm. Uez,1409898,179.0,0.0,112.34,0.0,-112.34,66.66,0.0,-66.66
Województwo lubelskie,Powiat rycki,gm. Uez,1409899,233.0,0.0,194.66,0.0,-194.66,38.34,0.0,-38.34
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409900,989.0,0.0,560.15,0.0,-560.15,428.85,0.0,-428.85
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409901,864.0,0.0,482.89,0.0,-482.89,381.11,0.0,-381.11
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409902,979.0,0.0,562.91,0.0,-562.91,416.09,0.0,-416.09
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409903,1042.0,0.0,567.11,0.0,-567.11,474.89,0.0,-474.89
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409904,1081.0,0.0,632.64,0.0,-632.64,448.36,0.0,-448.36
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409905,818.0,0.0,470.1,0.0,-470.1,347.9,0.0,-347.9
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409906,744.0,0.0,476.81,0.0,-476.81,267.19,0.0,-267.19
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409907,721.0,0.0,396.52,0.0,-396.52,324.48,0.0,-324.48
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409908,752.0,0.0,446.86,0.0,-446.86,305.14,0.0,-305.14
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409909,844.0,0.0,501.06,0.0,-501.06,342.94,0.0,-342.94
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409910,991.0,0.0,576.23,0.0,-576.23,414.77,0.0,-414.77
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409911,927.0,0.0,582.86,0.0,-582.86,344.14,0.0,-344.14
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409912,936.0,0.0,546.79,0.0,-546.79,389.21,0.0,-389.21
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409913,889.0,0.0,509.48,0.0,-509.48,379.52,0.0,-379.52
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409914,1052.0,0.0,576.06,0.0,-576.06,475.94,0.0,-475.94
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409915,1046.0,0.0,614.33,0.0,-614.33,431.67,0.0,-431.67
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409916,955.0,0.0,522.73,0.0,-522.73,432.27,0.0,-432.27
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409917,920.0,0.0,550.57,0.0,-550.57,369.43,0.0,-369.43
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409918,968.0,0.0,482.57,0.0,-482.57,485.43,0.0,-485.43
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409919,840.0,0.0,401.96,0.0,-401.96,438.04,0.0,-438.04
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1409920,1045.0,0.0,551.34,0.0,-551.34,493.66,0.0,-493.66
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1434444,26.0,0.0,14.82,0.0,-14.82,11.18,0.0,-11.18
Województwo lubelskie,Powiat swidnicki,m. Swidnik,1434443,40.0,0.0,26.72,0.0,-26.72,13.28,0.0,-13.28
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409921,343.0,0.0,269.74,0.0,-269.74,73.26,0.0,-73.26
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409922,446.0,0.0,329.22,0.0,-329.22,116.78,0.0,-116.78
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409923,613.0,0.0,316.15,0.0,-316.15,296.85,0.0,-296.85
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409924,377.0,0.0,291.1,0.0,-291.1,85.9,0.0,-85.9
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409925,714.0,0.0,479.5,0.0,-479.5,234.5,0.0,-234.5
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409926,562.0,0.0,393.24,0.0,-393.24,168.76,0.0,-168.76
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409927,739.0,0.0,437.44,0.0,-437.44,301.56,0.0,-301.56
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409928,385.0,0.0,247.99,0.0,-247.99,137.01,0.0,-137.01
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409929,159.0,0.0,125.69,0.0,-125.69,33.31,0.0,-33.31
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409930,112.0,0.0,79.51,0.0,-79.51,32.49,0.0,-32.49
Województwo lubelskie,Powiat swidnicki,gm. Megiew,1409931,1034.0,0.0,629.98,0.0,-629.98,404.02,0.0,-404.02
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409932,145.0,0.0,99.72,0.0,-99.72,45.28,0.0,-45.28
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409933,293.0,0.0,184.19,0.0,-184.19,108.81,0.0,-108.81
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409934,313.0,0.0,212.05,0.0,-212.05,100.95,0.0,-100.95
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409935,486.0,0.0,354.07,0.0,-354.07,131.93,0.0,-131.93
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409936,161.0,0.0,132.1,0.0,-132.1,28.9,0.0,-28.9
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409937,384.0,0.0,268.85,0.0,-268.85,115.15,0.0,-115.15
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409938,306.0,0.0,212.12,0.0,-212.12,93.88,0.0,-93.88
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409939,396.0,0.0,273.31,0.0,-273.31,122.69,0.0,-122.69
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409940,303.0,0.0,229.97,0.0,-229.97,73.03,0.0,-73.03
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409941,556.0,0.0,359.84,0.0,-359.84,196.16,0.0,-196.16
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409942,682.0,0.0,427.9,0.0,-427.9,254.1,0.0,-254.1
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409943,273.0,0.0,222.61,0.0,-222.61,50.39,0.0,-50.39
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409944,198.0,0.0,150.37,0.0,-150.37,47.63,0.0,-47.63
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409945,193.0,0.0,134.34,0.0,-134.34,58.66,0.0,-58.66
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409946,154.0,0.0,109.36,0.0,-109.36,44.64,0.0,-44.64
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409947,178.0,0.0,128.01,0.0,-128.01,49.99,0.0,-49.99
Województwo lubelskie,Powiat swidnicki,gm. Piaski,1409948,175.0,0.0,123.06,0.0,-123.06,51.94,0.0,-51.94
Województwo lubelskie,Powiat swidnicki,gm. Rybczewice,1409949,387.0,0.0,304.66,0.0,-304.66,82.34,0.0,-82.34
Województwo lubelskie,Powiat swidnicki,gm. Rybczewice,1409950,192.0,0.0,162.7,0.0,-162.7,29.3,0.0,-29.3
Województwo lubelskie,Powiat swidnicki,gm. Rybczewice,1409951,360.0,0.0,295.73,0.0,-295.73,64.27,0.0,-64.27
Województwo lubelskie,Powiat swidnicki,gm. Rybczewice,1409952,208.0,0.0,175.95,0.0,-175.95,32.05,0.0,-32.05
Województwo lubelskie,Powiat swidnicki,gm. Rybczewice,1409953,492.0,0.0,400.38,0.0,-400.38,91.62,0.0,-91.62
Województwo lubelskie,Powiat swidnicki,gm. Rybczewice,1436794,13.0,0.0,8.0,0.0,-8.0,5.0,0.0,-5.0
Województwo lubelskie,Powiat swidnicki,gm. Trawniki,1409954,790.0,0.0,572.26,0.0,-572.26,217.74,0.0,-217.74
Województwo lubelskie,Powiat swidnicki,gm. Trawniki,1409955,301.0,0.0,222.94,0.0,-222.94,78.06,0.0,-78.06
Województwo lubelskie,Powiat swidnicki,gm. Trawniki,1409956,554.0,0.0,464.74,0.0,-464.74,89.26,0.0,-89.26
Województwo lubelskie,Powiat swidnicki,gm. Trawniki,1409957,778.0,0.0,600.48,0.0,-600.48,177.52,0.0,-177.52
Województwo lubelskie,Powiat swidnicki,gm. Trawniki,1409958,1222.0,0.0,844.5,0.0,-844.5,377.5,0.0,-377.5
Województwo lubelskie,Powiat swidnicki,gm. Trawniki,1409959,377.0,0.0,254.05,0.0,-254.05,122.95,0.0,-122.95
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409960,1173.0,0.0,722.0,0.0,-722.0,451.0,0.0,-451.0
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409961,515.0,0.0,309.33,0.0,-309.33,205.67,0.0,-205.67
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409962,595.0,0.0,354.78,0.0,-354.78,240.22,0.0,-240.22
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409963,1183.0,0.0,733.98,0.0,-733.98,449.02,0.0,-449.02
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409964,626.0,0.0,341.97,0.0,-341.97,284.03,0.0,-284.03
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409965,625.0,0.0,341.61,0.0,-341.61,283.39,0.0,-283.39
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409966,616.0,0.0,337.52,0.0,-337.52,278.48,0.0,-278.48
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409967,701.0,0.0,449.54,0.0,-449.54,251.46,0.0,-251.46
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409968,679.0,0.0,441.38,0.0,-441.38,237.62,0.0,-237.62
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409969,1156.0,0.0,717.24,0.0,-717.24,438.76,0.0,-438.76
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1409970,1203.0,0.0,677.82,0.0,-677.82,525.18,0.0,-525.18
Województwo lubelskie,Powiat tomaszowski,m. Tomaszow Lubelski,1434445,78.0,0.0,57.83,0.0,-57.83,20.17,0.0,-20.17
Województwo lubelskie,Powiat tomaszowski,gm. Bezec,1409971,750.0,0.0,503.61,0.0,-503.61,246.39,0.0,-246.39
Województwo lubelskie,Powiat tomaszowski,gm. Bezec,1409972,399.0,0.0,262.02,0.0,-262.02,136.98,0.0,-136.98
Województwo lubelskie,Powiat tomaszowski,gm. Bezec,1409973,174.0,0.0,143.15,0.0,-143.15,30.85,0.0,-30.85
Województwo lubelskie,Powiat tomaszowski,gm. Bezec,1409974,120.0,0.0,98.16,0.0,-98.16,21.84,0.0,-21.84
Województwo lubelskie,Powiat tomaszowski,gm. Jarczow,1409975,386.0,0.0,292.04,0.0,-292.04,93.96,0.0,-93.96
Województwo lubelskie,Powiat tomaszowski,gm. Jarczow,1409976,492.0,0.0,407.89,0.0,-407.89,84.12,0.0,-84.12
Województwo lubelskie,Powiat tomaszowski,gm. Jarczow,1409977,238.0,0.0,192.39,0.0,-192.39,45.61,0.0,-45.61
Województwo lubelskie,Powiat tomaszowski,gm. Jarczow,1409978,272.0,0.0,218.26,0.0,-218.26,53.74,0.0,-53.74
Województwo lubelskie,Powiat tomaszowski,gm. Jarczow,1409979,104.0,0.0,88.05,0.0,-88.05,15.95,0.0,-15.95
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409980,362.0,0.0,258.72,0.0,-258.72,103.28,0.0,-103.28
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409981,257.0,0.0,202.99,0.0,-202.99,54.01,0.0,-54.01
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409982,110.0,0.0,83.93,0.0,-83.93,26.08,0.0,-26.08
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409983,147.0,0.0,115.71,0.0,-115.71,31.29,0.0,-31.29
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409984,220.0,0.0,188.08,0.0,-188.08,31.92,0.0,-31.92
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409985,107.0,0.0,81.41,0.0,-81.41,25.59,0.0,-25.59
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409986,116.0,0.0,78.76,0.0,-78.76,37.24,0.0,-37.24
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409987,93.0,0.0,72.33,0.0,-72.33,20.67,0.0,-20.67
Województwo lubelskie,Powiat tomaszowski,gm. Krynice,1409988,138.0,0.0,97.42,0.0,-97.42,40.58,0.0,-40.58
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1409989,186.0,0.0,139.34,0.0,-139.34,46.66,0.0,-46.66
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1409990,847.0,0.0,502.21,0.0,-502.21,344.79,0.0,-344.79
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1409991,188.0,0.0,138.03,0.0,-138.03,49.97,0.0,-49.97
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1409992,231.0,0.0,178.23,0.0,-178.23,52.77,0.0,-52.77
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1409993,141.0,0.0,99.3,0.0,-99.3,41.7,0.0,-41.7
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1409994,520.0,0.0,383.09,0.0,-383.09,136.91,0.0,-136.91
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1409995,122.0,0.0,95.99,0.0,-95.99,26.01,0.0,-26.01
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1409996,204.0,0.0,154.6,0.0,-154.6,49.4,0.0,-49.4
Województwo lubelskie,Powiat tomaszowski,gm. Lubycza Krolewska,1434446,49.0,0.0,27.0,0.0,-27.0,22.0,0.0,-22.0
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1409997,493.0,0.0,346.21,0.0,-346.21,146.79,0.0,-146.79
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1409998,619.0,0.0,380.84,0.0,-380.84,238.16,0.0,-238.16
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1409999,138.0,0.0,117.77,0.0,-117.77,20.23,0.0,-20.23
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1410000,206.0,0.0,153.25,0.0,-153.25,52.75,0.0,-52.75
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1410001,177.0,0.0,130.31,0.0,-130.31,46.69,0.0,-46.69
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1410002,212.0,0.0,162.4,0.0,-162.4,49.6,0.0,-49.6
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1410003,192.0,0.0,169.9,0.0,-169.9,22.1,0.0,-22.1
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1410004,169.0,0.0,134.96,0.0,-134.96,34.03,0.0,-34.03
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1410005,124.0,0.0,103.83,0.0,-103.83,20.17,0.0,-20.17
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1410006,159.0,0.0,116.11,0.0,-116.11,42.89,0.0,-42.89
Województwo lubelskie,Powiat tomaszowski,gm. aszczow,1410007,112.0,0.0,84.56,0.0,-84.56,27.44,0.0,-27.44
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410008,380.0,0.0,304.56,0.0,-304.56,75.44,0.0,-75.44
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410009,122.0,0.0,102.39,0.0,-102.39,19.61,0.0,-19.61
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410010,192.0,0.0,166.64,0.0,-166.64,25.36,0.0,-25.36
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410011,121.0,0.0,86.05,0.0,-86.05,34.95,0.0,-34.95
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410012,443.0,0.0,351.08,0.0,-351.08,91.92,0.0,-91.92
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410013,114.0,0.0,94.91,0.0,-94.91,19.09,0.0,-19.09
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410014,349.0,0.0,260.06,0.0,-260.06,88.94,0.0,-88.94
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410015,175.0,0.0,153.34,0.0,-153.34,21.66,0.0,-21.66
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410016,148.0,0.0,123.65,0.0,-123.65,24.35,0.0,-24.35
Województwo lubelskie,Powiat tomaszowski,gm. Rachanie,1410017,204.0,0.0,155.0,0.0,-155.0,49.0,0.0,-49.0
Województwo lubelskie,Powiat tomaszowski,gm. Susiec,1410018,363.0,0.0,301.51,0.0,-301.51,61.49,0.0,-61.49
Województwo lubelskie,Powiat tomaszowski,gm. Susiec,1410019,426.0,0.0,346.18,0.0,-346.18,79.82,0.0,-79.82
Województwo lubelskie,Powiat tomaszowski,gm. Susiec,1410020,562.0,0.0,384.62,0.0,-384.62,177.38,0.0,-177.38
Województwo lubelskie,Powiat tomaszowski,gm. Susiec,1410021,586.0,0.0,465.75,0.0,-465.75,120.25,0.0,-120.25
Województwo lubelskie,Powiat tomaszowski,gm. Susiec,1410022,281.0,0.0,198.66,0.0,-198.66,82.34,0.0,-82.34
Województwo lubelskie,Powiat tomaszowski,gm. Susiec,1410023,880.0,0.0,603.32,0.0,-603.32,276.69,0.0,-276.69
